>26712_26713 both
chlO6 1557663 1557747
chlChPhzTR18 1504408 1504479
chlChPhzTR18 1504521 1504589
chlK27 1548260 1548328
chlK27 1548147 1548218
>29267_29268 both
chlM12 6348116 6348167
chlTAMOak81 6303799 6303883
chlChPhzTR39 6681427 6681511
chlChPhzTR38 6582997 6583081
chl66 6420573 6420657
chl449 6593652 6593703
chl17415 6249747 6249831
chlZJU60 6446280 6446331
chlQ16 6534941 6534992
chlM71 6429059 6429110
chl464 6596036 6596087
chlB25 6592322 6592373
chl19603 6739176 6739227
chlCW2 6554211 6554262
chlC50 6365070 6365154
chlJD37 406210 406261
chlChPhzS24 6517316 6517400
chlChPhzS23 6376070 6376154
chlLzh-T5 6444036 6444120
chlPA23 6824877 6824961
chlStFRB508 6429933 6430017
chl21509 6659002 6659053
chlO6 6486804 6486888
chlChPhzTR18 6469792 6469876
chlK27 6490188 6490239
>29269_29270 both
chlM12 1688008 1688058
chlTAMOak81 1706938 1707000
chlChPhzS140 1704743 1704805
chlDTR133 1749700 1749762
chlPCL1607 1751955 1752017
chlChPhzTR39 1744582 1744644
chlChPhzTR38 1747614 1747676
chl66 1735115 1735177
chlZJU60 1681172 1681234
chlPb-St2 1641057 1641119
chlM71 1751944 1751994
chlChPhzS135 1715960 1716022
chlB25 1878510 1878560
chl17411 1756032 1756094
chl17809 1756044 1756106
chlC50 1702267 1702329
chlP2 1737890 1737952
chlChPhzS24 1737554 1737616
chl6698 1736844 1736906
chlChPhzTR44 1740153 1740215
chlToZa7 1714025 1714087
chlSLPH10 1712758 1712820
chlChPhzS23 1713524 1713586
chlPCL1391 1692932 1692994
chlLzh-T5 1712254 1712316
chlPA23 1638779 1638841
chlStFRB508 1518439 1518489
chlChPhzTR36 1753983 1754045
chl21509 1724126 1724188
chl50083 1747928 1747978
chlO6 1814706 1814768
chlChPhzTR18 1726796 1726858
chlK27 1739066 1739116
>29137_29138 both
chlM12 5031003 5031066
chlTAMOak81 5014502 5014563
chlChPhzS140 5330019 5330082
chlDTR133 5272316 5272379
chlPCL1607 5228565 5228628
chlChPhzTR39 5309700 5309763
chlChPhzTR38 5254676 5254739
chl66 5106819 5106882
chlZJU60 5110481 5110544
chlQ16 5206309 5206372
chlM71 5118478 5118541
chlChPhzS135 5247779 5247842
chl17411 5338157 5338220
chl19603 5395327 5395390
chl17809 5338162 5338225
chlCW2 5209032 5209095
chlC50 5022089 5022152
chlP2 5510073 5510136
chlJD37 1768058 1768121
chlChPhzS24 5109864 5109927
chl6698 5333581 5333644
chlChPhzTR44 5218057 5218120
chlToZa7 5190837 5190900
chlSLPH10 5439657 5439720
chlChPhzS23 5051892 5051955
chlPCL1391 5170987 5171050
chlLzh-T5 5114176 5114239
chlPA23 5079021 5079084
chlStFRB508 5070337 5070400
chlChPhzTR36 5241758 5241821
chl21509 5371180 5371243
chl50083 5176471 5176534
chlO6 5181309 5181372
chlChPhzTR18 5132734 5132797
chlK27 5179659 5179722
>29253_29254 both
chlM12 2023645 2023731
chlTAMOak81 2043012 2043098
chlChPhzS140 2032475 2032561
chlDTR133 2076253 2076339
chlPCL1607 2078497 2078583
chlChPhzTR39 2081110 2081196
chlChPhzTR38 2081823 2081909
chl66 2103712 2103798
chl449 2080622 2080708
chlZJU60 2011978 2012064
chlPb-St2 1971495 1971581
chlM71 2083023 2083109
chl464 2082556 2082642
chlChPhzS135 2042506 2042592
chlB25 2269707 2269793
chl17411 2082436 2082522
chl19603 2041011 2041097
chl17809 2082448 2082534
chlCW2 2038350 2038436
chlC50 2037623 2037709
chlP2 2109600 2109686
chlJD37 4588000 4588086
chlChPhzS24 2071750 2071836
chl6698 2084403 2084489
chlChPhzTR44 2066692 2066778
chl2210 2050223 2050309
chlToZa7 2040629 2040715
chlSLPH10 2079992 2080078
chlChPhzS23 2050251 2050337
chlPCL1391 2019467 2019553
chlLzh-T5 2049201 2049287
chlPA23 1972978 1973064
chlStFRB508 1856664 1856750
chlChPhzTR36 2089663 2089749
chl21509 2052518 2052604
chlO6 2152919 2153005
chlChPhzTR18 2060980 2061066
chlK27 2070062 2070148
>28497_28498 both
chlM12 6308983 6309047
chlChPhzS140 6654070 6654134
chlDTR133 6644554 6644618
chlPCL1607 6485040 6485104
chlChPhzTR39 6642479 6642543
chlChPhzTR38 6544037 6544101
chl66 6381379 6381443
chlChPhzS135 6519977 6520041
chl17411 6793898 6793962
chl17809 6800381 6800445
chlC50 6325803 6325867
chlP2 6786947 6787011
chlJD37 447628 447692
chlChPhzS24 6478330 6478394
chl6698 6628688 6628752
chlChPhzTR44 6458226 6458290
chlToZa7 6587184 6587248
chlSLPH10 6807612 6807676
chlChPhzS23 6336955 6337019
chlPCL1391 6421376 6421440
chlLzh-T5 6404803 6404867
chlPA23 6863841 6863905
chlStFRB508 6386905 6386969
chlChPhzTR36 6518923 6518987
chl21509 6616045 6616109
chlO6 6447599 6447663
chlChPhzTR18 6430826 6430890
>29195_29196 both
chlM12 5333756 5333842
chlChPhzS140 5720894 5720976
chlDTR133 5564781 5564863
chlPCL1607 5520912 5520994
chlChPhzTR39 5615300 5615384
chlChPhzTR39 5615429 5615513
chlChPhzTR38 5560307 5560391
chlChPhzTR38 5560436 5560520
chl66 5411217 5411301
chl66 5411346 5411430
chl449 5587471 5587555
chl449 5587661 5587747
chlQ16 5506983 5507069
chlPb-St2 5251645 5251746
chlM71 5425426 5425513
chl464 5589406 5589490
chl464 5589596 5589682
chlChPhzS135 5557039 5557121
chl17411 5731331 5731415
chl19603 5702321 5702408
chl17809 5731338 5731422
chlCW2 5509496 5509583
chlC50 5329656 5329740
chlC50 5329785 5329869
chlP2 5814580 5814664
chlP2 5814451 5814535
chlJD37 1455302 1455388
chlChPhzS24 5511124 5511208
chlChPhzS24 5511253 5511337
chl6698 5636913 5636997
chl6698 5636784 5636868
chlChPhzTR44 5510424 5510506
chl2210 5430091 5430178
chlToZa7 5607892 5607974
chlSLPH10 5850705 5850787
chlChPhzS23 5356290 5356374
chlChPhzS23 5356419 5356503
chlPCL1391 5463364 5463446
chlLzh-T5 5435327 5435411
chlLzh-T5 5435456 5435540
chlPA23 5487859 5487943
chlPA23 5487988 5488072
chlStFRB508 5378437 5378523
chlChPhzTR36 5538152 5538236
chlChPhzTR36 5538023 5538107
chl21509 5662706 5662790
chlO6 5478352 5478436
chlO6 5478481 5478565
chlChPhzTR18 5431618 5431702
chlChPhzTR18 5431747 5431831
chlK27 5486592 5486679
>29263_29264 both
chlM12 1446155 1446239
chlTAMOak81 1474922 1475006
chlChPhzS140 1466105 1466189
chlDTR133 1501758 1501842
chlPCL1607 1503930 1504014
chlChPhzTR39 1471141 1471225
chlChPhzTR38 1475248 1475332
chl66 1473837 1473921
chlZJU60 1436243 1436327
chlQ16 1453591 1453675
chlM71 1514873 1514957
chlChPhzS135 1468022 1468106
chl17411 1460374 1460458
chl19603 1460417 1460501
chl17809 1460384 1460468
chlCW2 1457288 1457372
chlC50 1446577 1446661
chlP2 1452531 1452615
chlJD37 5187917 5188001
chlChPhzS24 1466598 1466682
chl6698 1471648 1471732
chlChPhzTR44 1461246 1461330
chl2210 1465529 1465613
chlToZa7 1465972 1466056
chlSLPH10 1464819 1464903
chlChPhzS23 1450901 1450985
chlPCL1391 1444934 1445018
chlLzh-T5 1442159 1442243
chlPA23 1346231 1346315
chlStFRB508 1275278 1275362
chlChPhzTR36 1498957 1499041
chl21509 1476100 1476184
chlO6 1505798 1505882
chlChPhzTR18 1454249 1454333
chlK27 1498437 1498521
>29551_29552 both
chlM12 297803 297872
chlTAMOak81 334714 334814
chlChPhzS140 297401 297470
chlDTR133 297395 297464
chlPCL1607 297383 297452
chlChPhzTR39 296863 296925
chlChPhzTR38 295372 295434
chl189 2659103 2659203
chl66 306167 306229
chl449 301619 301688
chl17415 296217 296279
chlQ16 300974 301043
chlPb-St2 293617 293679
chlM71 312135 312204
chl464 301619 301688
chlChPhzS135 297411 297480
chlB25 304847 304909
chl19603 315290 315359
chlC50 302099 302161
chlP2 309094 309207
chlChPhzS24 295147 295216
chl6698 306519 306588
chlChPhzTR44 297330 297399
chl2210 310127 310240
chlToZa7 297390 297459
chlSLPH10 298013 298082
chlChPhzS23 300920 300982
chlPCL1391 295691 295760
chlLzh-T5 299638 299700
chlPA23 176414 176483
chlStFRB508 109329 109398
chlChPhzTR36 304440 304509
chl21509 301494 301561
chl50083 303340 303452
chlO6 304795 304857
chlChPhzTR18 295334 295396
chlK27 330367 330480
>29503_29504 both
chlM12 397826 397887
chlM12 397928 398062
chlTAMOak81 421184 421245
chlChPhzS140 398504 398565
chlDTR133 396868 396929
chlPCL1607 395113 395174
chlChPhzTR39 389906 389967
chlChPhzTR38 388162 388223
chl189 2556466 2556600
chl66 411803 411864
chl449 403781 403842
chl449 403883 404017
chlZJU60 391683 391744
chlQ16 402759 402820
chlQ16 402861 402995
chlPb-St2 380111 380245
chlM71 463472 463533
chlM71 463581 463715
chl464 403781 403842
chl464 403883 404017
chlChPhzS135 399298 399359
chl17411 391445 391506
chl19603 419640 419701
chl19603 419749 419883
chl17809 391451 391512
chlCW2 399867 399928
chlCW2 399969 400103
chlC50 396429 396490
chlC50 396531 396665
chlP2 412201 412262
chlJD37 6259762 6259896
chlChPhzS24 388225 388286
chl6698 402232 402293
chlChPhzTR44 395537 395598
chl2210 412897 412958
chl2210 413006 413140
chlToZa7 399935 399996
chlSLPH10 400013 400074
chlChPhzS23 394961 395022
chlPCL1391 394677 394738
chlLzh-T5 388535 388596
chlPA23 281299 281360
chlStFRB508 210876 210937
chlStFRB508 210985 211119
chlChPhzTR36 400035 400096
chl21509 396768 396829
chl21509 396877 396976
chl50083 395227 395288
chlO6 400518 400579
chlChPhzTR18 388132 388193
chlK27 450130 450191
chlK27 450232 450366
>29512_29514 both
chlM12 419287 419348
chlM12 419387 419486
chl189 2525550 2525649
chlB25 426635 426691
chlB25 426730 426829
chlChPhzTR36 421376 421464
>29346_29290 both
chlM12 806466 806529
chlDTR133 804342 804429
chlPCL1607 837233 837320
chlChPhzTR39 799280 799367
chlChPhzTR38 818710 818797
chl189 2141548 2141611
chl66 810565 810652
chl449 814286 814349
chl17415 793972 794035
chlZJU60 799834 799921
chlQ16 811874 811937
chlPb-St2 787525 787588
chlM71 861266 861329
chl464 814286 814349
chlChPhzS135 806786 806873
chlB25 801323 801386
chl17411 799278 799365
chl19603 819568 819631
chl17809 799286 799373
chlCW2 808515 808578
chlC50 804839 804926
chlP2 819541 819628
chlJD37 5853639 5853702
chlChPhzS24 799033 799120
chl6698 801886 801973
chlChPhzTR44 802969 803056
chl2210 822169 822232
chlToZa7 815214 815301
chlSLPH10 807655 807742
chlChPhzS23 793258 793345
chlPCL1391 802168 802255
chlLzh-T5 789230 789317
chlPA23 682133 682220
chlStFRB508 622204 622267
chlChPhzTR36 799739 799826
chl21509 814090 814177
chl50083 801716 801803
chlO6 809321 809408
chlChPhzTR18 797624 797711
chlK27 848167 848230
>29167_29168 both
chlM12 1052038 1052110
chlTAMOak81 1090077 1090146
chlChPhzS140 1072918 1072987
chlDTR133 1061107 1061176
chlPCL1607 1110093 1110162
chlChPhzTR39 1076202 1076271
chlChPhzTR38 1080037 1080106
chl66 1077118 1077187
chl449 1078324 1078393
chlZJU60 1042785 1042854
chlQ16 1060327 1060396
chlPb-St2 1029285 1029354
chlM71 1123598 1123670
chl464 1080258 1080327
chlChPhzS135 1074379 1074448
chl17411 1056896 1056965
chl19603 1065079 1065151
chl17809 1056902 1056971
chlCW2 1059663 1059732
chlC50 1049739 1049808
chlP2 1056901 1056970
chlChPhzS24 1071398 1071467
chl6698 1075610 1075679
chlChPhzTR44 1051976 1052045
chl2210 1068741 1068813
chlToZa7 1072349 1072418
chlSLPH10 1071196 1071265
chlChPhzS23 1048824 1048893
chlPCL1391 1049900 1049969
chlLzh-T5 1044723 1044792
chlPA23 949971 950040
chlStFRB508 878115 878187
chlChPhzTR36 1101543 1101612
chl21509 1083646 1083715
chl50083 1067551 1067620
chlO6 1070148 1070217
chlChPhzTR18 1058950 1059019
chlK27 1109347 1109416
>29171_29172 both
chlM12 2373563 2373630
chlTAMOak81 2425162 2425223
chlChPhzS140 2436706 2436773
chlPCL1607 2430366 2430433
chlChPhzTR39 2489453 2489516
chl189 333088 333147
chl66 2441264 2441329
chl17415 2352554 2352614
chlZJU60 2322786 2322853
chlQ16 2423513 2423580
chlM71 2413413 2413480
chlChPhzS135 2390709 2390776
chlB25 2633346 2633406
chl17411 2435436 2435503
chl19603 2370343 2370410
chl17809 2435449 2435516
chlCW2 2413186 2413253
chlP2 2534165 2534228
chlJD37 4267685 4267752
chl2210 2378051 2378118
chlToZa7 2428395 2428462
chlSLPH10 2468079 2468146
chlChPhzS23 2367128 2367193
chlPCL1391 2373543 2373610
chlLzh-T5 2375817 2375880
chlPA23 2300721 2300786
chlStFRB508 2276219 2276282
chlChPhzTR36 2490846 2490909
chl50083 2456607 2456667
chlO6 2533804 2533869
chlK27 2445861 2445928
>29127_29128 both
chlM12 2424869 2424936
chlChPhzTR39 2541627 2541694
chlChPhzTR38 2564511 2564578
chl66 2494030 2494094
chl449 2548614 2548678
chlM71 2461157 2461221
chl464 2550548 2550612
chl19603 2422433 2422500
chlCW2 2464643 2464707
chlC50 2445593 2445657
chlP2 2586738 2586805
chlJD37 4216399 4216463
chlChPhzS24 2455977 2456041
chl6698 2498518 2498582
chlChPhzS23 2418696 2418760
chlLzh-T5 2428085 2428152
chlPA23 2352191 2352258
chlChPhzTR36 2543086 2543153
chlO6 2585643 2585710
chlChPhzTR18 2491098 2491162
chlK27 2497241 2497305
>29217_29218 both
chlM12 4585609 4585673
chlTAMOak81 4530868 4530931
chlChPhzS140 4894113 4894176
chlDTR133 4816506 4816569
chlPCL1607 4791355 4791418
chlChPhzTR39 4883706 4883770
chlChPhzTR38 4830090 4830154
chl189 5098021 5098083
chl66 4679287 4679351
chl449 4866118 4866182
chl17415 4525741 4525803
chlZJU60 4644271 4644335
chlQ16 4772937 4773001
chlM71 4680380 4680442
chl464 4868052 4868116
chlChPhzS135 4812175 4812238
chlB25 4677582 4677644
chl19603 4991605 4991669
chlCW2 4781109 4781173
chlC50 4611597 4611661
chlP2 5075324 5075388
chlChPhzS24 4682702 4682766
chl6698 4931712 4931776
chlChPhzTR44 4782580 4782643
chl2210 4723566 4723630
chlToZa7 4753907 4753970
chlSLPH10 4950395 4950458
chlChPhzS23 4637738 4637802
chlPCL1391 4733785 4733848
chlLzh-T5 4682014 4682078
chlPA23 4654189 4654253
chlStFRB508 4631670 4631734
chlChPhzTR36 4835836 4835900
chl21509 4898020 4898084
chl50083 4755642 4755705
chlO6 4771534 4771598
chlChPhzTR18 4696317 4696381
chlK27 4736248 4736312
>29175_29176 both
chlM12 5083866 5083970
chlTAMOak81 5063614 5063718
chlChPhzS140 5390907 5391011
chlDTR133 5333204 5333308
chlPCL1607 5289441 5289545
chlChPhzTR39 5372317 5372421
chlChPhzTR38 5317295 5317399
chl66 5168124 5168228
chl449 5339444 5339548
chlZJU60 5206871 5206975
chlQ16 5259081 5259185
chlM71 5172162 5172266
chl464 5341379 5341483
chlChPhzS135 5308667 5308771
chl17411 5399145 5399249
chl19603 5448084 5448188
chl17809 5399150 5399254
chlCW2 5261784 5261888
chlC50 5086606 5086710
chlP2 5572705 5572809
chlJD37 1712525 1712629
chlChPhzS24 5172480 5172584
chl6698 5394888 5394992
chlChPhzTR44 5278945 5279049
chl2210 5182142 5182246
chlToZa7 5251725 5251829
chlSLPH10 5500545 5500649
chlChPhzS23 5113191 5113295
chlPCL1391 5231863 5231967
chlLzh-T5 5174710 5174814
chlPA23 5141636 5141740
chlStFRB508 5123871 5123975
chlChPhzTR36 5296125 5296229
chl21509 5431612 5431716
chlO6 5235661 5235765
chlChPhzTR18 5188434 5188538
chlK27 5233329 5233433
>29177_29178 both
chlM12 5586984 5587044
chlTAMOak81 5543419 5543479
chlChPhzS140 5951297 5951357
chlDTR133 5892292 5892352
chlPCL1607 5751334 5751394
chlChPhzTR39 5875449 5875509
chlChPhzTR38 5817337 5817397
chl189 4087597 4087656
chl66 5662691 5662751
chl449 5831306 5831366
chlZJU60 5685845 5685905
chlQ16 5749592 5749652
chlPb-St2 5491799 5491859
chlM71 5668505 5668565
chl464 5833690 5833750
chlChPhzS135 5800762 5800822
chl17411 6063299 6063359
chl19603 5955965 5956025
chl17809 6069780 6069840
chlCW2 5797897 5797957
chlC50 5593262 5593322
chlP2 6070599 6070659
chlJD37 1211027 1211087
chlChPhzS24 5759189 5759249
chl6698 5879003 5879063
chlChPhzTR44 5739350 5739410
chl2210 5691080 5691140
chlToZa7 5845794 5845854
chlSLPH10 6079274 6079334
chlChPhzS23 5600389 5600449
chlPCL1391 5696482 5696542
chlLzh-T5 5681721 5681781
chlPA23 5731736 5731796
chlStFRB508 5621793 5621853
chlChPhzTR36 5803057 5803117
chl21509 5895661 5895721
chl50083 5687550 5687609
chlO6 5739022 5739082
chlChPhzTR18 5692678 5692738
chlK27 5735456 5735516
>29179_29180 both
chlM12 5658831 5658898
chlTAMOak81 5606808 5606875
chlChPhzTR39 5960226 5960293
chlChPhzTR38 5893575 5893642
chl66 5730062 5730129
chl449 5898459 5898526
chlQ16 5825875 5825942
chlPb-St2 5556948 5557015
chlM71 5741604 5741671
chl464 5900843 5900910
chl19603 6030201 6030268
chlCW2 5860409 5860476
chlC50 5676981 5677048
chlP2 6137722 6137789
chlJD37 1157825 1157892
chlChPhzS24 5827878 5827945
chl6698 5946085 5946152
chl2210 5766477 5766544
chlChPhzS23 5686706 5686773
chlLzh-T5 5754609 5754676
chlPA23 5799079 5799146
chlStFRB508 5688891 5688958
chlChPhzTR36 5870140 5870207
chl21509 5964996 5965063
chl50083 5752347 5752414
chlO6 5806592 5806659
chlChPhzTR18 5778938 5779005
chlK27 5801945 5802012
>29181_29182 both
chlM12 5867069 5867157
chlTAMOak81 5821956 5822027
chlChPhzS140 6231600 6231688
chlDTR133 6189232 6189296
chlPCL1607 6029846 6029910
chlChPhzTR39 6169323 6169411
chlChPhzTR38 6102698 6102786
chl66 5939452 5939540
chl449 6106403 6106491
chlZJU60 5984513 5984577
chlQ16 6033611 6033699
chlPb-St2 5758484 5758572
chlM71 5948082 5948170
chl464 6108787 6108875
chlChPhzS135 6097715 6097779
chlB25 6092227 6092281
chl17411 6358639 6358703
chl19603 6237413 6237501
chl17809 6365121 6365185
chlCW2 6067557 6067645
chlC50 5883413 5883501
chlP2 6346184 6346272
chlChPhzS24 6036999 6037087
chl6698 6152508 6152596
chlChPhzTR44 6035955 6036019
chl2210 5973707 5973795
chlToZa7 6125624 6125688
chlSLPH10 6376216 6376280
chlChPhzS23 5896204 5896292
chlPCL1391 5999028 5999092
chlLzh-T5 5961873 5961961
chlPA23 6007557 6007645
chlStFRB508 5897286 5897374
chlChPhzTR36 6077835 6077923
chl21509 6181574 6181662
chl50083 5959791 5959879
chlO6 6009760 6009848
chlChPhzTR18 5988047 5988135
chlK27 6009877 6009965
>29183_29184 both
chlM12 6235304 6235390
chlTAMOak81 6188605 6188680
chlChPhzS140 6582975 6583061
chlDTR133 6573468 6573554
chlPCL1607 6413957 6414043
chlChPhzTR39 6569572 6569658
chlChPhzTR38 6471124 6471210
chl66 6308500 6308586
chl449 6476729 6476815
chlZJU60 6336643 6336724
chlQ16 6417977 6418063
chlM71 6315906 6315992
chl464 6479113 6479199
chlChPhzS135 6448876 6448962
chlB25 6478919 6479005
chl17411 6723134 6723220
chl19603 6622524 6622610
chl17809 6729617 6729703
chlCW2 6437609 6437695
chlC50 6252936 6253022
chlP2 6714179 6714265
chlJD37 532233 532319
chlChPhzS24 6405417 6405503
chl6698 6556051 6556137
chlChPhzTR44 6387131 6387217
chl2210 6358885 6358971
chlToZa7 6516089 6516175
chlSLPH10 6736493 6736579
chlChPhzS23 6264077 6264163
chlPCL1391 6350299 6350385
chlLzh-T5 6332008 6332094
chlPA23 6936782 6936868
chlStFRB508 6298473 6298559
chlChPhzTR36 6446283 6446369
chl50083 6319847 6319917
chlO6 6374652 6374738
chlChPhzTR18 6356483 6356569
chlK27 6377238 6377324
>29185_29186 both
chlM12 6510498 6510584
chlTAMOak81 6466839 6466923
chlChPhzS140 6855913 6855999
chlDTR133 6846195 6846281
chlPCL1607 6686862 6686948
chlChPhzTR39 6846185 6846271
chlChPhzTR38 6746470 6746556
chl66 6584068 6584154
chl449 6756072 6756158
chl17415 6434342 6434426
chlZJU60 6609022 6609108
chlQ16 6713952 6714038
chlM71 6591281 6591367
chl464 6758456 6758542
chlChPhzS135 6721591 6721677
chl17411 6995417 6995503
chl17809 7001912 7001998
chlCW2 6716527 6716613
chlC50 6528572 6528658
chlP2 6989648 6989734
chlChPhzS24 6680774 6680860
chl6698 6831304 6831390
chlChPhzTR44 6659793 6659879
chlToZa7 6788807 6788893
chlSLPH10 7009219 7009305
chlChPhzS23 6550369 6550455
chlPCL1391 6623232 6623318
chlLzh-T5 6624046 6624132
chlPA23 6661231 6661317
chlStFRB508 6595151 6595237
chlChPhzTR36 6721560 6721646
chl50083 6595045 6595131
chlO6 6775207 6775293
chlChPhzTR18 6664384 6664470
chlK27 6652385 6652471
>29187_29573 both
chlM12 6636578 6636674
chlChPhzTR39 6972889 6972980
chlChPhzTR38 6874502 6874593
chl66 6714314 6714410
chl449 6879118 6879214
chlM71 6724109 6724205
chl464 6881502 6881598
chl19603 7026934 7027030
chlCW2 6842293 6842389
chlC50 6658305 6658396
chlP2 7120095 7120191
chlJD37 108286 108382
chlChPhzS24 6816329 6816425
chl6698 6954873 6954969
chl2210 6771567 6771663
chlChPhzS23 6673162 6673258
chlLzh-T5 6753586 6753682
chlPA23 6531344 6531435
chlChPhzTR36 6851127 6851223
chl21509 6976834 6976927
chlO6 6897311 6897407
chlChPhzTR18 6799986 6800077
chlK27 6784763 6784859
>29275_29276 both
chlM12 1894882 1894968
chlTAMOak81 1917863 1917935
chlChPhzS140 1910005 1910088
chlDTR133 1954970 1955053
chlPCL1607 1957218 1957301
chlChPhzTR39 1951131 1951214
chlChPhzTR38 1954186 1954269
chl189 940668 940751
chl66 1941570 1941657
chl449 1915711 1915797
chlZJU60 1888630 1888714
chlQ16 1921361 1921447
chlPb-St2 1845529 1845615
chlM71 1957259 1957345
chl464 1917645 1917731
chlChPhzS135 1921224 1921307
chlB25 2087280 2087349
chl17411 1961368 1961451
chl19603 1912451 1912537
chl17809 1961380 1961463
chlCW2 1906724 1906810
chlP2 1944335 1944421
chlJD37 4722754 4722840
chlChPhzS24 1944114 1944197
chl6698 1955341 1955425
chlChPhzTR44 1945414 1945497
chl2210 1920300 1920386
chlToZa7 1919285 1919368
chlSLPH10 1918022 1918105
chlPCL1391 1898196 1898279
chlLzh-T5 1918895 1918978
chlStFRB508 1725231 1725317
chl21509 1932046 1932132
chl50083 1953742 1953825
chlO6 2021280 2021364
chlChPhzTR18 1933336 1933419
chlK27 1944348 1944434
>29277_29278 both
chlM12 1904797 1904848
chlTAMOak81 1928754 1928816
chlChPhzTR39 1961069 1961129
chlChPhzTR38 1964126 1964186
chl189 930886 930949
chl66 1951514 1951574
chl449 1925624 1925676
chl17415 1906168 1906231
chlQ16 1931274 1931326
chlPb-St2 1855296 1855356
chlM71 1967173 1967224
chl464 1927558 1927610
chlB25 2097425 2097488
chl17411 1972015 1972073
chl19603 1922364 1922416
chl17809 1972027 1972085
chlCW2 1916664 1916716
chlC50 1920092 1920152
chlP2 1954272 1954332
chlJD37 4712893 4712944
chlChPhzS24 1954054 1954114
chl6698 1965267 1965327
chl2210 1930198 1930249
chlChPhzS23 1929957 1930017
